client_id,round_number,hierarchy,num_samples,set,accuracy,loss
THE_FIRST_PART_OF_HENRY_THE_SIXTH_SHEPHERD,2,"T,H,E, ,S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",872,train,0.3508771929824561,2.3294789791107178
THE_FIRST_PART_OF_KING_HENRY_THE_FOURTH_GADS,2,"A,L,L,S, ,W,E,L,L, ,T,H,A,T, ,E,N,D,S, ,W,E,L,L",1872,train,0.34415954415954414,2.329425811767578
THE_FIRST_PART_OF_KING_HENRY_THE_FOURTH_LADY,2,"T,H,E, ,L,I,F,E, ,O,F, ,T,I,M,O,N, ,O,F, ,A,T,H,E,N,S",1755,train,0.3393939393939394,2.2820539474487305
THE_HISTORY_OF_TROILUS_AND_CRESSIDA_PANDARUS,2,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",16364,train,0.34281659683741045,2.3666751384735107
THE_LIFE_OF_KING_HENRY_THE_FIFTH_KING,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,M,A,C,B,E,T,H",4341,train,0.3453996983408748,2.3270156383514404
THE_LIFE_OF_KING_HENRY_THE_FIFTH_KING_HENRY,2,"T,H,E, ,S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",40679,train,0.3549424785998582,2.2995529174804688
THE_LIFE_OF_TIMON_OF_ATHENS_LUCULLUS,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,A,N,T,O,N,Y, ,A,N,D, ,C,L,E,O,P,A,T,R,A",970,train,0.3230932203389831,2.461101531982422
THE_MERRY_WIVES_OF_WINDSOR_FALSTAFF,2,"T,H,E, ,W,I,N,T,E,R,',S, ,T,A,L,E",13114,train,0.3381622167944075,2.3957409858703613
THE_SECOND_PART_OF_KING_HENRY_THE_SIXTH_SIMPCOX,2,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",829,train,0.31334149326805383,2.4540960788726807
THE_SECOND_PART_OF_KING_HENRY_THE_SIXTH_WARWICK,2,"T,H,E, ,T,W,O, ,G,E,N,T,L,E,M,E,N, ,O,F, ,V,E,R,O,N,A",5681,train,0.34510030864197533,2.3635525703430176
THE_THIRD_PART_OF_KING_HENRY_THE_SIXTH_FATHER,2,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",1002,train,0.3271604938271605,2.3524510860443115
THE_TRAGEDY_OF_ANTONY_AND_CLEOPATRA_CLOWN,2,"T,H,E, ,L,I,F,E, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,I,F,T,H",1111,train,0.39589169000933705,2.150383949279785
THE_TRAGEDY_OF_ANTONY_AND_CLEOPATRA_SOLDIER,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,T,I,T,U,S, ,A,N,D,R,O,N,I,C,U,S",1124,train,0.3567467652495379,2.37275767326355
THE_TRAGEDY_OF_CORIOLANUS_COMINIUS,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,K,I,N,G, ,L,E,A,R",10502,train,0.34772106700273053,2.3509562015533447
THE_TRAGEDY_OF_CORIOLANUS_LARTIUS,2,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",2101,train,0.3384301732925586,2.4308459758758545
THE_TRAGEDY_OF_CORIOLANUS_ROMAN,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,K,I,N,G, ,L,E,A,R",1083,train,0.37799043062200954,2.228048086166382
THE_TRAGEDY_OF_JULIUS_CAESAR_OCTAVIUS,2,"M,U,C,H, ,A,D,O, ,A,B,O,U,T, ,N,O,T,H,I,N,G",1747,train,0.3493609251369446,2.3084661960601807
THE_TRAGEDY_OF_KING_LEAR_EDM,2,"T,H,E, ,T,H,I,R,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",12976,train,0.3492212103157716,2.2874741554260254
THE_TRAGEDY_OF_KING_LEAR_GON,2,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",7966,train,0.35013812154696133,2.2626044750213623
THE_TRAGEDY_OF_MACBETH_HECATE,2,"K,I,N,G, ,R,I,C,H,A,R,D, ,I,I,I",1330,train,0.3359621451104101,2.328474760055542
THE_TRAGEDY_OF_MACBETH_SIWARD,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",968,train,0.35562632696390656,2.250396728515625
THE_TRAGEDY_OF_OTHELLO__MOOR_OF_VENICE_LODOVICO,2,"S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,I,V",2742,train,0.34357762017336485,2.3124020099639893
THE_TRAGEDY_OF_TITUS_ANDRONICUS_LUCIUS,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",7929,train,0.33536839184126543,2.4236958026885986
THE_TWO_GENTLEMEN_OF_VERONA_DUKE,2,"T,H,E, ,T,W,O, ,G,E,N,T,L,E,M,E,N, ,O,F, ,V,E,R,O,N,A",8134,train,0.34853199837640375,2.31057071685791
THE_TWO_GENTLEMEN_OF_VERONA_THURIO,2,"A,S, ,Y,O,U, ,L,I,K,E, ,I,T",1908,train,0.34563758389261745,2.3369386196136475
THE_WINTER_S_TALE_PERDITA,2,"T,H,E, ,L,I,F,E, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,I,F,T,H",5085,train,0.33935872605982353,2.371445417404175
THE_WINTER_S_TALE_POLIXENES,2,"T,H,E, ,M,E,R,R,Y, ,W,I,V,E,S, ,O,F, ,W,I,N,D,S,O,R",11745,train,0.34686589606240015,2.320970058441162
ALLS_WELL_THAT_ENDS_WELL_STEWARD,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,M,A,C,B,E,T,H",1706,test,0.32,2.3646676540374756
AS_YOU_LIKE_IT_DUKE_SENIOR,2,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",5091,test,0.319634703196347,2.498683214187622
KING_HENRY_THE_EIGHTH_LOVELL,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,J,U,L,I,U,S, ,C,A,E,S,A,R",2510,test,0.32222222222222224,2.7043848037719727
KING_HENRY_THE_EIGHTH_OLD_LADY,2,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,O,U,R,T,H",2470,test,0.3693181818181818,2.2356836795806885
KING_HENRY_THE_EIGHTH_THIRD_GENTLEMAN,2,"M,E,A,S,U,R,E, ,F,O,R, ,M,E,A,S,U,R,E",2110,test,0.36428571428571427,2.2251012325286865
KING_RICHARD_III_RATCLIFF,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,A,N,T,O,N,Y, ,A,N,D, ,C,L,E,O,P,A,T,R,A",1450,test,0.35135135135135137,2.2716124057769775
MEASURE_FOR_MEASURE_LUCIO,2,"T,H,E, ,W,I,N,T,E,R,',S, ,T,A,L,E",12244,test,0.354419410745234,2.286691665649414
MUCH_ADO_ABOUT_NOTHING_ANT,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",1834,test,0.35398230088495575,2.0975258350372314
SECOND_PART_OF_KING_HENRY_IV_DAVY,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,O,T,H,E,L,L,O,,, ,M,O,O,R, ,O,F, ,V,E,N,I,C,E",1426,test,0.3472222222222222,2.206028461456299
THE_FIRST_PART_OF_HENRY_THE_SIXTH_BASTARD,2,"T,H,E, ,H,I,S,T,O,R,Y, ,O,F, ,T,R,O,I,L,U,S, ,A,N,D, ,C,R,E,S,S,I,D,A",1216,test,0.2549019607843137,2.621316909790039
THE_FIRST_PART_OF_HENRY_THE_SIXTH_JOHN,2,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,O,U,R,T,H",1845,test,0.30701754385964913,2.473655939102173
THE_FIRST_PART_OF_HENRY_THE_SIXTH_SHEPHERD,2,"T,H,E, ,S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",872,test,0.17647058823529413,2.257153034210205
THE_FIRST_PART_OF_KING_HENRY_THE_FOURTH_GADS,2,"A,L,L,S, ,W,E,L,L, ,T,H,A,T, ,E,N,D,S, ,W,E,L,L",1872,test,0.3247863247863248,2.4133079051971436
THE_FIRST_PART_OF_KING_HENRY_THE_FOURTH_LADY,2,"T,H,E, ,L,I,F,E, ,O,F, ,T,I,M,O,N, ,O,F, ,A,T,H,E,N,S",1755,test,0.4,2.3064911365509033
THE_HISTORY_OF_TROILUS_AND_CRESSIDA_PANDARUS,2,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",16364,test,0.35887611749680715,2.281874656677246
THE_LIFE_OF_KING_HENRY_THE_FIFTH_KING,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,M,A,C,B,E,T,H",4341,test,0.33884297520661155,2.451017379760742
THE_LIFE_OF_KING_HENRY_THE_FIFTH_KING_HENRY,2,"T,H,E, ,S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",40679,test,0.36952714535901926,2.2394962310791016
THE_LIFE_OF_TIMON_OF_ATHENS_LUCULLUS,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,A,N,T,O,N,Y, ,A,N,D, ,C,L,E,O,P,A,T,R,A",970,test,0.46153846153846156,1.7627614736557007
THE_MERRY_WIVES_OF_WINDSOR_FALSTAFF,2,"T,H,E, ,W,I,N,T,E,R,',S, ,T,A,L,E",13114,test,0.33199033037872683,2.3878588676452637
THE_SECOND_PART_OF_KING_HENRY_THE_SIXTH_SIMPCOX,2,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",829,test,0.0,3.5513713359832764
THE_SECOND_PART_OF_KING_HENRY_THE_SIXTH_WARWICK,2,"T,H,E, ,T,W,O, ,G,E,N,T,L,E,M,E,N, ,O,F, ,V,E,R,O,N,A",5681,test,0.317907444668008,2.4530930519104004
THE_THIRD_PART_OF_KING_HENRY_THE_SIXTH_FATHER,2,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",1002,test,0.36666666666666664,2.045271635055542
THE_TRAGEDY_OF_ANTONY_AND_CLEOPATRA_CLOWN,2,"T,H,E, ,L,I,F,E, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,I,F,T,H",1111,test,0.25,3.138430118560791
THE_TRAGEDY_OF_ANTONY_AND_CLEOPATRA_SOLDIER,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,T,I,T,U,S, ,A,N,D,R,O,N,I,C,U,S",1124,test,0.38095238095238093,2.5625247955322266
THE_TRAGEDY_OF_CORIOLANUS_COMINIUS,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,K,I,N,G, ,L,E,A,R",10502,test,0.33877551020408164,2.335451364517212
THE_TRAGEDY_OF_CORIOLANUS_LARTIUS,2,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",2101,test,0.31654676258992803,2.376582622528076
THE_TRAGEDY_OF_CORIOLANUS_ROMAN,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,K,I,N,G, ,L,E,A,R",1083,test,0.3684210526315789,2.307619571685791
THE_TRAGEDY_OF_JULIUS_CAESAR_OCTAVIUS,2,"M,U,C,H, ,A,D,O, ,A,B,O,U,T, ,N,O,T,H,I,N,G",1747,test,0.3557692307692308,2.2019691467285156
THE_TRAGEDY_OF_KING_LEAR_EDM,2,"T,H,E, ,T,H,I,R,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",12976,test,0.34963325183374083,2.31516695022583
THE_TRAGEDY_OF_KING_LEAR_GON,2,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",7966,test,0.3209366391184573,2.4569900035858154
THE_TRAGEDY_OF_MACBETH_HECATE,2,"K,I,N,G, ,R,I,C,H,A,R,D, ,I,I,I",1330,test,0.25806451612903225,2.6337804794311523
THE_TRAGEDY_OF_MACBETH_SIWARD,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",968,test,0.2692307692307692,2.862767219543457
THE_TRAGEDY_OF_OTHELLO__MOOR_OF_VENICE_LODOVICO,2,"S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,I,V",2742,test,0.39705882352941174,2.234330892562866
THE_TRAGEDY_OF_TITUS_ANDRONICUS_LUCIUS,2,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",7929,test,0.3448753462603878,2.2807984352111816
THE_TWO_GENTLEMEN_OF_VERONA_DUKE,2,"T,H,E, ,T,W,O, ,G,E,N,T,L,E,M,E,N, ,O,F, ,V,E,R,O,N,A",8134,test,0.3283983849259758,2.3389198780059814
THE_TWO_GENTLEMEN_OF_VERONA_THURIO,2,"A,S, ,Y,O,U, ,L,I,K,E, ,I,T",1908,test,0.375,2.0618035793304443
THE_WINTER_S_TALE_PERDITA,2,"T,H,E, ,L,I,F,E, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,I,F,T,H",5085,test,0.3767123287671233,2.2188661098480225
THE_WINTER_S_TALE_POLIXENES,2,"T,H,E, ,M,E,R,R,Y, ,W,I,V,E,S, ,O,F, ,W,I,N,D,S,O,R",11745,test,0.32971014492753625,2.2870099544525146
ALLS_WELL_THAT_ENDS_WELL_STEWARD,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,M,A,C,B,E,T,H",1706,train,0.3711083437110834,2.200030565261841
AS_YOU_LIKE_IT_DUKE_SENIOR,3,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",5091,train,0.34107027724049,2.2883849143981934
KING_HENRY_THE_EIGHTH_LOVELL,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,J,U,L,I,U,S, ,C,A,E,S,A,R",2510,train,0.3648068669527897,2.3167202472686768
KING_HENRY_THE_EIGHTH_OLD_LADY,3,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,O,U,R,T,H",2470,train,0.34960767218831734,2.327808380126953
KING_HENRY_THE_EIGHTH_THIRD_GENTLEMAN,3,"M,E,A,S,U,R,E, ,F,O,R, ,M,E,A,S,U,R,E",2110,train,0.349238578680203,2.3190672397613525
KING_RICHARD_III_RATCLIFF,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,A,N,T,O,N,Y, ,A,N,D, ,C,L,E,O,P,A,T,R,A",1450,train,0.3444767441860465,2.39805006980896
MEASURE_FOR_MEASURE_LUCIO,3,"T,H,E, ,W,I,N,T,E,R,',S, ,T,A,L,E",12244,train,0.3383228133453562,2.3409202098846436
MUCH_ADO_ABOUT_NOTHING_ANT,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",1834,train,0.35037768739105174,2.2695531845092773
SECOND_PART_OF_KING_HENRY_IV_DAVY,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,O,T,H,E,L,L,O,,, ,M,O,O,R, ,O,F, ,V,E,N,I,C,E",1426,train,0.3360413589364845,2.3390274047851562
THE_FIRST_PART_OF_HENRY_THE_SIXTH_BASTARD,3,"T,H,E, ,H,I,S,T,O,R,Y, ,O,F, ,T,R,O,I,L,U,S, ,A,N,D, ,C,R,E,S,S,I,D,A",1216,train,0.3587982832618026,2.2332119941711426
THE_FIRST_PART_OF_HENRY_THE_SIXTH_JOHN,3,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,O,U,R,T,H",1845,train,0.341421143847487,2.257927894592285
THE_FIRST_PART_OF_HENRY_THE_SIXTH_SHEPHERD,3,"T,H,E, ,S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",872,train,0.34619883040935673,2.31796932220459
THE_FIRST_PART_OF_KING_HENRY_THE_FOURTH_GADS,3,"A,L,L,S, ,W,E,L,L, ,T,H,A,T, ,E,N,D,S, ,W,E,L,L",1872,train,0.35384615384615387,2.314121961593628
THE_FIRST_PART_OF_KING_HENRY_THE_FOURTH_LADY,3,"T,H,E, ,L,I,F,E, ,O,F, ,T,I,M,O,N, ,O,F, ,A,T,H,E,N,S",1755,train,0.33454545454545453,2.2829954624176025
THE_HISTORY_OF_TROILUS_AND_CRESSIDA_PANDARUS,3,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",16364,train,0.32571969185025,2.3696815967559814
THE_LIFE_OF_KING_HENRY_THE_FIFTH_KING,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,M,A,C,B,E,T,H",4341,train,0.3443941679235797,2.3092119693756104
THE_LIFE_OF_KING_HENRY_THE_FIFTH_KING_HENRY,3,"T,H,E, ,S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",40679,train,0.3534976282645439,2.2802915573120117
THE_LIFE_OF_TIMON_OF_ATHENS_LUCULLUS,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,A,N,T,O,N,Y, ,A,N,D, ,C,L,E,O,P,A,T,R,A",970,train,0.3273305084745763,2.435396432876587
THE_MERRY_WIVES_OF_WINDSOR_FALSTAFF,3,"T,H,E, ,W,I,N,T,E,R,',S, ,T,A,L,E",13114,train,0.3394255874673629,2.3716342449188232
THE_SECOND_PART_OF_KING_HENRY_THE_SIXTH_SIMPCOX,3,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",829,train,0.3084455324357405,2.437572956085205
THE_SECOND_PART_OF_KING_HENRY_THE_SIXTH_WARWICK,3,"T,H,E, ,T,W,O, ,G,E,N,T,L,E,M,E,N, ,O,F, ,V,E,R,O,N,A",5681,train,0.3454861111111111,2.346534252166748
THE_THIRD_PART_OF_KING_HENRY_THE_SIXTH_FATHER,3,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",1002,train,0.345679012345679,2.357326030731201
THE_TRAGEDY_OF_ANTONY_AND_CLEOPATRA_CLOWN,3,"T,H,E, ,L,I,F,E, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,I,F,T,H",1111,train,0.3996265172735761,2.126736879348755
THE_TRAGEDY_OF_ANTONY_AND_CLEOPATRA_SOLDIER,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,T,I,T,U,S, ,A,N,D,R,O,N,I,C,U,S",1124,train,0.35489833641404805,2.37705397605896
THE_TRAGEDY_OF_CORIOLANUS_COMINIUS,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,K,I,N,G, ,L,E,A,R",10502,train,0.34204998949800464,2.3426506519317627
THE_TRAGEDY_OF_CORIOLANUS_LARTIUS,3,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",2101,train,0.3211009174311927,2.40818190574646
THE_TRAGEDY_OF_CORIOLANUS_ROMAN,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,K,I,N,G, ,L,E,A,R",1083,train,0.3722488038277512,2.223719596862793
THE_TRAGEDY_OF_JULIUS_CAESAR_OCTAVIUS,3,"M,U,C,H, ,A,D,O, ,A,B,O,U,T, ,N,O,T,H,I,N,G",1747,train,0.3530127814972611,2.2978029251098633
THE_TRAGEDY_OF_KING_LEAR_EDM,3,"T,H,E, ,T,H,I,R,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",12976,train,0.35049791471614605,2.2626829147338867
THE_TRAGEDY_OF_KING_LEAR_GON,3,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",7966,train,0.34861878453038675,2.2574830055236816
THE_TRAGEDY_OF_MACBETH_HECATE,3,"K,I,N,G, ,R,I,C,H,A,R,D, ,I,I,I",1330,train,0.33201892744479494,2.318192720413208
THE_TRAGEDY_OF_MACBETH_SIWARD,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",968,train,0.34288747346072185,2.2109732627868652
THE_TRAGEDY_OF_OTHELLO__MOOR_OF_VENICE_LODOVICO,3,"S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,I,V",2742,train,0.3408195429472025,2.28070330619812
THE_TRAGEDY_OF_TITUS_ANDRONICUS_LUCIUS,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",7929,train,0.3310670181767726,2.3967978954315186
THE_TWO_GENTLEMEN_OF_VERONA_DUKE,3,"T,H,E, ,T,W,O, ,G,E,N,T,L,E,M,E,N, ,O,F, ,V,E,R,O,N,A",8134,train,0.3497496955757002,2.28751277923584
THE_TWO_GENTLEMEN_OF_VERONA_THURIO,3,"A,S, ,Y,O,U, ,L,I,K,E, ,I,T",1908,train,0.3422818791946309,2.3222756385803223
THE_WINTER_S_TALE_PERDITA,3,"T,H,E, ,L,I,F,E, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,I,F,T,H",5085,train,0.33634602969657845,2.365440845489502
THE_WINTER_S_TALE_POLIXENES,3,"T,H,E, ,M,E,R,R,Y, ,W,I,V,E,S, ,O,F, ,W,I,N,D,S,O,R",11745,train,0.3450803495912038,2.3066608905792236
ALLS_WELL_THAT_ENDS_WELL_STEWARD,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,M,A,C,B,E,T,H",1706,test,0.3,2.345478057861328
AS_YOU_LIKE_IT_DUKE_SENIOR,3,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",5091,test,0.3127853881278539,2.4822938442230225
KING_HENRY_THE_EIGHTH_LOVELL,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,J,U,L,I,U,S, ,C,A,E,S,A,R",2510,test,0.34444444444444444,2.615621566772461
KING_HENRY_THE_EIGHTH_OLD_LADY,3,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,O,U,R,T,H",2470,test,0.3465909090909091,2.2148489952087402
KING_HENRY_THE_EIGHTH_THIRD_GENTLEMAN,3,"M,E,A,S,U,R,E, ,F,O,R, ,M,E,A,S,U,R,E",2110,test,0.32857142857142857,2.3017661571502686
KING_RICHARD_III_RATCLIFF,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,A,N,T,O,N,Y, ,A,N,D, ,C,L,E,O,P,A,T,R,A",1450,test,0.32432432432432434,2.281935453414917
MEASURE_FOR_MEASURE_LUCIO,3,"T,H,E, ,W,I,N,T,E,R,',S, ,T,A,L,E",12244,test,0.3483535528596187,2.2610058784484863
MUCH_ADO_ABOUT_NOTHING_ANT,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",1834,test,0.39823008849557523,2.051302909851074
SECOND_PART_OF_KING_HENRY_IV_DAVY,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,O,T,H,E,L,L,O,,, ,M,O,O,R, ,O,F, ,V,E,N,I,C,E",1426,test,0.4027777777777778,2.15112566947937
THE_FIRST_PART_OF_HENRY_THE_SIXTH_BASTARD,3,"T,H,E, ,H,I,S,T,O,R,Y, ,O,F, ,T,R,O,I,L,U,S, ,A,N,D, ,C,R,E,S,S,I,D,A",1216,test,0.23529411764705882,2.572286367416382
THE_FIRST_PART_OF_HENRY_THE_SIXTH_JOHN,3,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,O,U,R,T,H",1845,test,0.3157894736842105,2.4613001346588135
THE_FIRST_PART_OF_HENRY_THE_SIXTH_SHEPHERD,3,"T,H,E, ,S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",872,test,0.23529411764705882,2.300760269165039
THE_FIRST_PART_OF_KING_HENRY_THE_FOURTH_GADS,3,"A,L,L,S, ,W,E,L,L, ,T,H,A,T, ,E,N,D,S, ,W,E,L,L",1872,test,0.3504273504273504,2.405871629714966
THE_FIRST_PART_OF_KING_HENRY_THE_FOURTH_LADY,3,"T,H,E, ,L,I,F,E, ,O,F, ,T,I,M,O,N, ,O,F, ,A,T,H,E,N,S",1755,test,0.3523809523809524,2.3279881477355957
THE_HISTORY_OF_TROILUS_AND_CRESSIDA_PANDARUS,3,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",16364,test,0.3454661558109834,2.272625207901001
THE_LIFE_OF_KING_HENRY_THE_FIFTH_KING,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,M,A,C,B,E,T,H",4341,test,0.3278236914600551,2.4226927757263184
THE_LIFE_OF_KING_HENRY_THE_FIFTH_KING_HENRY,3,"T,H,E, ,S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",40679,test,0.37202902176632474,2.2338273525238037
THE_LIFE_OF_TIMON_OF_ATHENS_LUCULLUS,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,A,N,T,O,N,Y, ,A,N,D, ,C,L,E,O,P,A,T,R,A",970,test,0.46153846153846156,1.80038321018219
THE_MERRY_WIVES_OF_WINDSOR_FALSTAFF,3,"T,H,E, ,W,I,N,T,E,R,',S, ,T,A,L,E",13114,test,0.330378726833199,2.3465802669525146
THE_SECOND_PART_OF_KING_HENRY_THE_SIXTH_SIMPCOX,3,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",829,test,0.08333333333333333,3.7367947101593018
THE_SECOND_PART_OF_KING_HENRY_THE_SIXTH_WARWICK,3,"T,H,E, ,T,W,O, ,G,E,N,T,L,E,M,E,N, ,O,F, ,V,E,R,O,N,A",5681,test,0.3380281690140845,2.4431402683258057
