client_id,round_number,hierarchy,num_samples,set,accuracy,loss
THE_THIRD_PART_OF_KING_HENRY_THE_SIXTH_FATHER,3,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",1002,test,0.43333333333333335,2.0630900859832764
THE_TRAGEDY_OF_ANTONY_AND_CLEOPATRA_CLOWN,3,"T,H,E, ,L,I,F,E, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,I,F,T,H",1111,test,0.275,3.1586616039276123
THE_TRAGEDY_OF_ANTONY_AND_CLEOPATRA_SOLDIER,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,T,I,T,U,S, ,A,N,D,R,O,N,I,C,U,S",1124,test,0.3333333333333333,2.644676446914673
THE_TRAGEDY_OF_CORIOLANUS_COMINIUS,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,K,I,N,G, ,L,E,A,R",10502,test,0.3438775510204082,2.302765369415283
THE_TRAGEDY_OF_CORIOLANUS_LARTIUS,3,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",2101,test,0.31654676258992803,2.2820780277252197
THE_TRAGEDY_OF_CORIOLANUS_ROMAN,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,K,I,N,G, ,L,E,A,R",1083,test,0.2894736842105263,2.3182506561279297
THE_TRAGEDY_OF_JULIUS_CAESAR_OCTAVIUS,3,"M,U,C,H, ,A,D,O, ,A,B,O,U,T, ,N,O,T,H,I,N,G",1747,test,0.34615384615384615,2.209134817123413
THE_TRAGEDY_OF_KING_LEAR_EDM,3,"T,H,E, ,T,H,I,R,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",12976,test,0.3382233088834556,2.287752866744995
THE_TRAGEDY_OF_KING_LEAR_GON,3,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",7966,test,0.32920110192837465,2.434018850326538
THE_TRAGEDY_OF_MACBETH_HECATE,3,"K,I,N,G, ,R,I,C,H,A,R,D, ,I,I,I",1330,test,0.22580645161290322,2.7351150512695312
THE_TRAGEDY_OF_MACBETH_SIWARD,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",968,test,0.2692307692307692,2.620098352432251
THE_TRAGEDY_OF_OTHELLO__MOOR_OF_VENICE_LODOVICO,3,"S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,I,V",2742,test,0.3431372549019608,2.249504566192627
THE_TRAGEDY_OF_TITUS_ANDRONICUS_LUCIUS,3,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",7929,test,0.33933518005540164,2.2427635192871094
THE_TWO_GENTLEMEN_OF_VERONA_DUKE,3,"T,H,E, ,T,W,O, ,G,E,N,T,L,E,M,E,N, ,O,F, ,V,E,R,O,N,A",8134,test,0.3391655450874832,2.303555727005005
THE_TWO_GENTLEMEN_OF_VERONA_THURIO,3,"A,S, ,Y,O,U, ,L,I,K,E, ,I,T",1908,test,0.4083333333333333,2.051339864730835
THE_WINTER_S_TALE_PERDITA,3,"T,H,E, ,L,I,F,E, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,I,F,T,H",5085,test,0.3401826484018265,2.2397713661193848
THE_WINTER_S_TALE_POLIXENES,3,"T,H,E, ,M,E,R,R,Y, ,W,I,V,E,S, ,O,F, ,W,I,N,D,S,O,R",11745,test,0.35054347826086957,2.246915578842163
ALLS_WELL_THAT_ENDS_WELL_STEWARD,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,M,A,C,B,E,T,H",1706,train,0.3468244084682441,2.2099993228912354
AS_YOU_LIKE_IT_DUKE_SENIOR,4,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",5091,train,0.35632924994627124,2.254305601119995
KING_HENRY_THE_EIGHTH_LOVELL,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,J,U,L,I,U,S, ,C,A,E,S,A,R",2510,train,0.37296137339055796,2.2855148315429688
KING_HENRY_THE_EIGHTH_OLD_LADY,4,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,O,U,R,T,H",2470,train,0.36268526591107236,2.2628393173217773
KING_HENRY_THE_EIGHTH_THIRD_GENTLEMAN,4,"M,E,A,S,U,R,E, ,F,O,R, ,M,E,A,S,U,R,E",2110,train,0.35939086294416245,2.266113042831421
KING_RICHARD_III_RATCLIFF,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,A,N,T,O,N,Y, ,A,N,D, ,C,L,E,O,P,A,T,R,A",1450,train,0.34011627906976744,2.3597159385681152
MEASURE_FOR_MEASURE_LUCIO,4,"T,H,E, ,W,I,N,T,E,R,',S, ,T,A,L,E",12244,train,0.3564472497745717,2.2896742820739746
MUCH_ADO_ABOUT_NOTHING_ANT,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",1834,train,0.3643230679837304,2.230734348297119
SECOND_PART_OF_KING_HENRY_IV_DAVY,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,O,T,H,E,L,L,O,,, ,M,O,O,R, ,O,F, ,V,E,N,I,C,E",1426,train,0.3522895125553914,2.271145820617676
THE_FIRST_PART_OF_HENRY_THE_SIXTH_BASTARD,4,"T,H,E, ,H,I,S,T,O,R,Y, ,O,F, ,T,R,O,I,L,U,S, ,A,N,D, ,C,R,E,S,S,I,D,A",1216,train,0.3630901287553648,2.2218830585479736
THE_FIRST_PART_OF_HENRY_THE_SIXTH_JOHN,4,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,O,U,R,T,H",1845,train,0.36799537839399193,2.1916539669036865
THE_FIRST_PART_OF_HENRY_THE_SIXTH_SHEPHERD,4,"T,H,E, ,S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",872,train,0.3473684210526316,2.2841439247131348
THE_FIRST_PART_OF_KING_HENRY_THE_FOURTH_GADS,4,"A,L,L,S, ,W,E,L,L, ,T,H,A,T, ,E,N,D,S, ,W,E,L,L",1872,train,0.34472934472934474,2.2773325443267822
THE_FIRST_PART_OF_KING_HENRY_THE_FOURTH_LADY,4,"T,H,E, ,L,I,F,E, ,O,F, ,T,I,M,O,N, ,O,F, ,A,T,H,E,N,S",1755,train,0.3472727272727273,2.2486472129821777
THE_HISTORY_OF_TROILUS_AND_CRESSIDA_PANDARUS,4,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",16364,train,0.3511961075821057,2.294552803039551
THE_LIFE_OF_KING_HENRY_THE_FIFTH_KING,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,M,A,C,B,E,T,H",4341,train,0.35444947209653094,2.2682299613952637
THE_LIFE_OF_KING_HENRY_THE_FIFTH_KING_HENRY,4,"T,H,E, ,S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",40679,train,0.3646475110408375,2.2435073852539062
THE_LIFE_OF_TIMON_OF_ATHENS_LUCULLUS,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,A,N,T,O,N,Y, ,A,N,D, ,C,L,E,O,P,A,T,R,A",970,train,0.3358050847457627,2.402979612350464
THE_MERRY_WIVES_OF_WINDSOR_FALSTAFF,4,"T,H,E, ,W,I,N,T,E,R,',S, ,T,A,L,E",13114,train,0.3647772256380022,2.309403657913208
THE_SECOND_PART_OF_KING_HENRY_THE_SIXTH_SIMPCOX,4,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",829,train,0.34761321909424725,2.3907408714294434
THE_SECOND_PART_OF_KING_HENRY_THE_SIXTH_WARWICK,4,"T,H,E, ,T,W,O, ,G,E,N,T,L,E,M,E,N, ,O,F, ,V,E,R,O,N,A",5681,train,0.35474537037037035,2.312162160873413
THE_THIRD_PART_OF_KING_HENRY_THE_SIXTH_FATHER,4,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",1002,train,0.3549382716049383,2.296003580093384
THE_TRAGEDY_OF_ANTONY_AND_CLEOPATRA_CLOWN,4,"T,H,E, ,L,I,F,E, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,I,F,T,H",1111,train,0.4295051353874883,2.059593439102173
THE_TRAGEDY_OF_ANTONY_AND_CLEOPATRA_SOLDIER,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,T,I,T,U,S, ,A,N,D,R,O,N,I,C,U,S",1124,train,0.3659889094269871,2.2986769676208496
THE_TRAGEDY_OF_CORIOLANUS_COMINIUS,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,K,I,N,G, ,L,E,A,R",10502,train,0.3592732619197648,2.2791242599487305
THE_TRAGEDY_OF_CORIOLANUS_LARTIUS,4,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",2101,train,0.32976554536187563,2.3668313026428223
THE_TRAGEDY_OF_CORIOLANUS_ROMAN,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,K,I,N,G, ,L,E,A,R",1083,train,0.4,2.1071534156799316
THE_TRAGEDY_OF_JULIUS_CAESAR_OCTAVIUS,4,"M,U,C,H, ,A,D,O, ,A,B,O,U,T, ,N,O,T,H,I,N,G",1747,train,0.3724893487522824,2.2167270183563232
THE_TRAGEDY_OF_KING_LEAR_EDM,4,"T,H,E, ,T,H,I,R,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",12976,train,0.38735211507362327,2.112964391708374
THE_TRAGEDY_OF_KING_LEAR_GON,4,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",7966,train,0.362292817679558,2.198042631149292
THE_TRAGEDY_OF_MACBETH_HECATE,4,"K,I,N,G, ,R,I,C,H,A,R,D, ,I,I,I",1330,train,0.35646687697160884,2.2438042163848877
THE_TRAGEDY_OF_MACBETH_SIWARD,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",968,train,0.34076433121019106,2.223576545715332
THE_TRAGEDY_OF_OTHELLO__MOOR_OF_VENICE_LODOVICO,4,"S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,I,V",2742,train,0.3672182821118991,2.2174525260925293
THE_TRAGEDY_OF_TITUS_ANDRONICUS_LUCIUS,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",7929,train,0.3493825447481615,2.352522134780884
THE_TWO_GENTLEMEN_OF_VERONA_DUKE,4,"T,H,E, ,T,W,O, ,G,E,N,T,L,E,M,E,N, ,O,F, ,V,E,R,O,N,A",8134,train,0.3578676769043431,2.2357144355773926
THE_TWO_GENTLEMEN_OF_VERONA_THURIO,4,"A,S, ,Y,O,U, ,L,I,K,E, ,I,T",1908,train,0.3540268456375839,2.249826431274414
THE_WINTER_S_TALE_PERDITA,4,"T,H,E, ,L,I,F,E, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,I,F,T,H",5085,train,0.3621691413815365,2.290234088897705
THE_WINTER_S_TALE_POLIXENES,4,"T,H,E, ,M,E,R,R,Y, ,W,I,V,E,S, ,O,F, ,W,I,N,D,S,O,R",11745,train,0.3538201296870595,2.249345064163208
ALLS_WELL_THAT_ENDS_WELL_STEWARD,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,M,A,C,B,E,T,H",1706,test,0.34,2.384476661682129
AS_YOU_LIKE_IT_DUKE_SENIOR,4,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",5091,test,0.3447488584474886,2.4305038452148438
KING_HENRY_THE_EIGHTH_LOVELL,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,J,U,L,I,U,S, ,C,A,E,S,A,R",2510,test,0.3388888888888889,2.6156835556030273
KING_HENRY_THE_EIGHTH_OLD_LADY,4,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,O,U,R,T,H",2470,test,0.3806818181818182,2.052903175354004
KING_HENRY_THE_EIGHTH_THIRD_GENTLEMAN,4,"M,E,A,S,U,R,E, ,F,O,R, ,M,E,A,S,U,R,E",2110,test,0.35714285714285715,2.1925482749938965
KING_RICHARD_III_RATCLIFF,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,A,N,T,O,N,Y, ,A,N,D, ,C,L,E,O,P,A,T,R,A",1450,test,0.36486486486486486,2.16143798828125
MEASURE_FOR_MEASURE_LUCIO,4,"T,H,E, ,W,I,N,T,E,R,',S, ,T,A,L,E",12244,test,0.3847487001733102,2.1990506649017334
MUCH_ADO_ABOUT_NOTHING_ANT,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",1834,test,0.3805309734513274,1.9647064208984375
SECOND_PART_OF_KING_HENRY_IV_DAVY,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,O,T,H,E,L,L,O,,, ,M,O,O,R, ,O,F, ,V,E,N,I,C,E",1426,test,0.4166666666666667,2.0488498210906982
THE_FIRST_PART_OF_HENRY_THE_SIXTH_BASTARD,4,"T,H,E, ,H,I,S,T,O,R,Y, ,O,F, ,T,R,O,I,L,U,S, ,A,N,D, ,C,R,E,S,S,I,D,A",1216,test,0.2549019607843137,2.6831395626068115
THE_FIRST_PART_OF_HENRY_THE_SIXTH_JOHN,4,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,O,U,R,T,H",1845,test,0.30701754385964913,2.5800771713256836
THE_FIRST_PART_OF_HENRY_THE_SIXTH_SHEPHERD,4,"T,H,E, ,S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",872,test,0.29411764705882354,2.311805248260498
THE_FIRST_PART_OF_KING_HENRY_THE_FOURTH_GADS,4,"A,L,L,S, ,W,E,L,L, ,T,H,A,T, ,E,N,D,S, ,W,E,L,L",1872,test,0.3247863247863248,2.3678219318389893
THE_FIRST_PART_OF_KING_HENRY_THE_FOURTH_LADY,4,"T,H,E, ,L,I,F,E, ,O,F, ,T,I,M,O,N, ,O,F, ,A,T,H,E,N,S",1755,test,0.4095238095238095,2.1717584133148193
THE_HISTORY_OF_TROILUS_AND_CRESSIDA_PANDARUS,4,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",16364,test,0.37611749680715195,2.1692049503326416
THE_LIFE_OF_KING_HENRY_THE_FIFTH_KING,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,M,A,C,B,E,T,H",4341,test,0.33608815426997246,2.4252312183380127
THE_LIFE_OF_KING_HENRY_THE_FIFTH_KING_HENRY,4,"T,H,E, ,S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",40679,test,0.3837878408806605,2.1682496070861816
THE_LIFE_OF_TIMON_OF_ATHENS_LUCULLUS,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,A,N,T,O,N,Y, ,A,N,D, ,C,L,E,O,P,A,T,R,A",970,test,0.5,1.6465568542480469
THE_MERRY_WIVES_OF_WINDSOR_FALSTAFF,4,"T,H,E, ,W,I,N,T,E,R,',S, ,T,A,L,E",13114,test,0.3577759871071716,2.2941596508026123
THE_SECOND_PART_OF_KING_HENRY_THE_SIXTH_SIMPCOX,4,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",829,test,0.0,3.888475179672241
THE_SECOND_PART_OF_KING_HENRY_THE_SIXTH_WARWICK,4,"T,H,E, ,T,W,O, ,G,E,N,T,L,E,M,E,N, ,O,F, ,V,E,R,O,N,A",5681,test,0.3319919517102616,2.3538978099823
THE_THIRD_PART_OF_KING_HENRY_THE_SIXTH_FATHER,4,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",1002,test,0.43333333333333335,2.0315136909484863
THE_TRAGEDY_OF_ANTONY_AND_CLEOPATRA_CLOWN,4,"T,H,E, ,L,I,F,E, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,I,F,T,H",1111,test,0.275,3.1169543266296387
THE_TRAGEDY_OF_ANTONY_AND_CLEOPATRA_SOLDIER,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,T,I,T,U,S, ,A,N,D,R,O,N,I,C,U,S",1124,test,0.4523809523809524,2.4725351333618164
THE_TRAGEDY_OF_CORIOLANUS_COMINIUS,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,K,I,N,G, ,L,E,A,R",10502,test,0.35612244897959183,2.2439751625061035
THE_TRAGEDY_OF_CORIOLANUS_LARTIUS,4,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",2101,test,0.3237410071942446,2.2450413703918457
THE_TRAGEDY_OF_CORIOLANUS_ROMAN,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,K,I,N,G, ,L,E,A,R",1083,test,0.34210526315789475,2.2944366931915283
THE_TRAGEDY_OF_JULIUS_CAESAR_OCTAVIUS,4,"M,U,C,H, ,A,D,O, ,A,B,O,U,T, ,N,O,T,H,I,N,G",1747,test,0.3557692307692308,2.1454501152038574
THE_TRAGEDY_OF_KING_LEAR_EDM,4,"T,H,E, ,T,H,I,R,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",12976,test,0.36756316218418905,2.218785047531128
THE_TRAGEDY_OF_KING_LEAR_GON,4,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",7966,test,0.35399449035812675,2.30713152885437
THE_TRAGEDY_OF_MACBETH_HECATE,4,"K,I,N,G, ,R,I,C,H,A,R,D, ,I,I,I",1330,test,0.27419354838709675,2.6804425716400146
THE_TRAGEDY_OF_MACBETH_SIWARD,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",968,test,0.23076923076923078,2.803144931793213
THE_TRAGEDY_OF_OTHELLO__MOOR_OF_VENICE_LODOVICO,4,"S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,I,V",2742,test,0.3872549019607843,2.109569549560547
THE_TRAGEDY_OF_TITUS_ANDRONICUS_LUCIUS,4,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",7929,test,0.3601108033240997,2.2004377841949463
THE_TWO_GENTLEMEN_OF_VERONA_DUKE,4,"T,H,E, ,T,W,O, ,G,E,N,T,L,E,M,E,N, ,O,F, ,V,E,R,O,N,A",8134,test,0.34858681022880217,2.2784576416015625
THE_TWO_GENTLEMEN_OF_VERONA_THURIO,4,"A,S, ,Y,O,U, ,L,I,K,E, ,I,T",1908,test,0.425,1.9449150562286377
THE_WINTER_S_TALE_PERDITA,4,"T,H,E, ,L,I,F,E, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,I,F,T,H",5085,test,0.3881278538812785,2.1555306911468506
THE_WINTER_S_TALE_POLIXENES,4,"T,H,E, ,M,E,R,R,Y, ,W,I,V,E,S, ,O,F, ,W,I,N,D,S,O,R",11745,test,0.3713768115942029,2.2045199871063232
ALLS_WELL_THAT_ENDS_WELL_STEWARD,5,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,M,A,C,B,E,T,H",1706,train,0.35678704856787047,2.190474510192871
AS_YOU_LIKE_IT_DUKE_SENIOR,5,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",5091,train,0.3784655061250806,2.188967227935791
KING_HENRY_THE_EIGHTH_LOVELL,5,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,J,U,L,I,U,S, ,C,A,E,S,A,R",2510,train,0.38412017167381973,2.2423551082611084
KING_HENRY_THE_EIGHTH_OLD_LADY,5,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,O,U,R,T,H",2470,train,0.36399302528334787,2.245168447494507
KING_HENRY_THE_EIGHTH_THIRD_GENTLEMAN,5,"M,E,A,S,U,R,E, ,F,O,R, ,M,E,A,S,U,R,E",2110,train,0.37208121827411167,2.212254524230957
KING_RICHARD_III_RATCLIFF,5,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,A,N,T,O,N,Y, ,A,N,D, ,C,L,E,O,P,A,T,R,A",1450,train,0.36555232558139533,2.2974071502685547
MEASURE_FOR_MEASURE_LUCIO,5,"T,H,E, ,W,I,N,T,E,R,',S, ,T,A,L,E",12244,train,0.36636609558160504,2.2517452239990234
MUCH_ADO_ABOUT_NOTHING_ANT,5,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",1834,train,0.3840790238233585,2.184191942214966
SECOND_PART_OF_KING_HENRY_IV_DAVY,5,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,O,T,H,E,L,L,O,,, ,M,O,O,R, ,O,F, ,V,E,N,I,C,E",1426,train,0.3559822747415066,2.2365407943725586
THE_FIRST_PART_OF_HENRY_THE_SIXTH_BASTARD,5,"T,H,E, ,H,I,S,T,O,R,Y, ,O,F, ,T,R,O,I,L,U,S, ,A,N,D, ,C,R,E,S,S,I,D,A",1216,train,0.3759656652360515,2.182961940765381
THE_FIRST_PART_OF_HENRY_THE_SIXTH_JOHN,5,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,O,U,R,T,H",1845,train,0.38648180242634317,2.0993244647979736
THE_FIRST_PART_OF_HENRY_THE_SIXTH_SHEPHERD,5,"T,H,E, ,S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",872,train,0.36023391812865496,2.2460246086120605
THE_FIRST_PART_OF_KING_HENRY_THE_FOURTH_GADS,5,"A,L,L,S, ,W,E,L,L, ,T,H,A,T, ,E,N,D,S, ,W,E,L,L",1872,train,0.3641025641025641,2.205878257751465
THE_FIRST_PART_OF_KING_HENRY_THE_FOURTH_LADY,5,"T,H,E, ,L,I,F,E, ,O,F, ,T,I,M,O,N, ,O,F, ,A,T,H,E,N,S",1755,train,0.3781818181818182,2.1644012928009033
THE_HISTORY_OF_TROILUS_AND_CRESSIDA_PANDARUS,5,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",16364,train,0.36471144749290446,2.2497270107269287
THE_LIFE_OF_KING_HENRY_THE_FIFTH_KING,5,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,M,A,C,B,E,T,H",4341,train,0.39994972347913527,2.0760581493377686
THE_LIFE_OF_KING_HENRY_THE_FIFTH_KING_HENRY,5,"T,H,E, ,S,E,C,O,N,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",40679,train,0.3823401123166676,2.181119680404663
THE_LIFE_OF_TIMON_OF_ATHENS_LUCULLUS,5,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,A,N,T,O,N,Y, ,A,N,D, ,C,L,E,O,P,A,T,R,A",970,train,0.3675847457627119,2.2821366786956787
THE_MERRY_WIVES_OF_WINDSOR_FALSTAFF,5,"T,H,E, ,W,I,N,T,E,R,',S, ,T,A,L,E",13114,train,0.37185210140655267,2.263204336166382
THE_SECOND_PART_OF_KING_HENRY_THE_SIXTH_SIMPCOX,5,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",829,train,0.34394124847001223,2.3303520679473877
THE_SECOND_PART_OF_KING_HENRY_THE_SIXTH_WARWICK,5,"T,H,E, ,T,W,O, ,G,E,N,T,L,E,M,E,N, ,O,F, ,V,E,R,O,N,A",5681,train,0.3765432098765432,2.2369470596313477
THE_THIRD_PART_OF_KING_HENRY_THE_SIXTH_FATHER,5,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",1002,train,0.3662551440329218,2.2514138221740723
THE_TRAGEDY_OF_ANTONY_AND_CLEOPATRA_CLOWN,5,"T,H,E, ,L,I,F,E, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,F,I,F,T,H",1111,train,0.42203548085901027,2.0103073120117188
THE_TRAGEDY_OF_ANTONY_AND_CLEOPATRA_SOLDIER,5,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,T,I,T,U,S, ,A,N,D,R,O,N,I,C,U,S",1124,train,0.3909426987060998,2.2097861766815186
THE_TRAGEDY_OF_CORIOLANUS_COMINIUS,5,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,K,I,N,G, ,L,E,A,R",10502,train,0.37313589582020584,2.2190003395080566
THE_TRAGEDY_OF_CORIOLANUS_LARTIUS,5,"T,H,E, ,F,I,R,S,T, ,P,A,R,T, ,O,F, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",2101,train,0.36646279306829765,2.30108642578125
THE_TRAGEDY_OF_CORIOLANUS_ROMAN,5,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,K,I,N,G, ,L,E,A,R",1083,train,0.40956937799043064,2.0656354427337646
THE_TRAGEDY_OF_JULIUS_CAESAR_OCTAVIUS,5,"M,U,C,H, ,A,D,O, ,A,B,O,U,T, ,N,O,T,H,I,N,G",1747,train,0.3992696287279367,2.101792573928833
THE_TRAGEDY_OF_KING_LEAR_EDM,5,"T,H,E, ,T,H,I,R,D, ,P,A,R,T, ,O,F, ,K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,S,I,X,T,H",12976,train,0.3894799557409141,2.095693826675415
THE_TRAGEDY_OF_KING_LEAR_GON,5,"K,I,N,G, ,H,E,N,R,Y, ,T,H,E, ,E,I,G,H,T,H",7966,train,0.3727900552486188,2.1536083221435547
THE_TRAGEDY_OF_MACBETH_HECATE,5,"K,I,N,G, ,R,I,C,H,A,R,D, ,I,I,I",1330,train,0.35962145110410093,2.1917779445648193
THE_TRAGEDY_OF_MACBETH_SIWARD,5,"T,H,E, ,T,R,A,G,E,D,Y, ,O,F, ,C,O,R,I,O,L,A,N,U,S",968,train,0.36942675159235666,2.1233174800872803
